ID,Time,Seconds,X,Y,Z
1,2019-12-13T16:35:41Z,813.088,0.966,-0.379,-0.064
1,2019-12-13T16:35:41Z,813.122,0.874,-0.312,-0.134
1,2019-12-13T16:35:41Z,813.156,1.064,-0.132,-0.247
1,2019-12-13T16:35:41Z,813.190,1.072,0.196,-0.064
1,2019-12-13T16:35:41Z,813.224,0.911,0.102,0.023
1,2019-12-13T16:35:41Z,813.257,0.523,-0.063,-0.144
1,2019-12-13T16:35:41Z,813.291,0.919,0.586,0.188
1,2019-12-13T16:35:41Z,813.325,0.746,0.889,-0.068
1,2019-12-13T16:35:41Z,813.359,0.529,0.657,-0.004
1,2019-12-13T16:35:41Z,813.393,0.767,0.765,0.313
1,2019-12-13T16:35:41Z,813.426,0.644,0.716,0.231
1,2019-12-13T16:35:41Z,813.460,0.557,0.989,0.128
1,2019-12-13T16:35:41Z,813.494,0.597,0.891,0.261
1,2019-12-13T16:35:41Z,813.528,0.545,0.728,0.313
1,2019-12-13T16:35:41Z,813.562,0.460,0.519,0.366
1,2019-12-13T16:35:41Z,813.595,0.468,0.645,0.615
1,2019-12-13T16:35:41Z,813.629,0.147,1.101,0.484
1,2019-12-13T16:35:41Z,813.663,0.417,0.828,0.544
1,2019-12-13T16:35:41Z,813.697,0.297,0.587,0.447
1,2019-12-13T16:35:41Z,813.731,0.238,0.733,0.381
1,2019-12-13T16:35:41Z,813.764,0.036,0.964,0.357
1,2019-12-13T16:35:41Z,813.798,-0.073,1.231,0.007
1,2019-12-13T16:35:41Z,813.832,0.093,1.012,0.386
1,2019-12-13T16:35:41Z,813.866,-0.047,0.950,0.471
1,2019-12-13T16:35:41Z,813.900,-0.146,1.023,0.328
1,2019-12-13T16:35:41Z,813.933,-0.130,0.842,0.437
1,2019-12-13T16:35:41Z,813.967,-0.074,0.683,0.346
1,2019-12-13T16:35:41Z,814.001,-0.017,0.687,0.155
1,2019-12-13T16:35:41Z,814.035,-0.045,0.909,0.312
1,2019-12-13T16:35:41Z,814.069,-0.061,0.941,0.346
1,2019-12-13T16:35:41Z,814.102,0.053,0.814,0.195
1,2019-12-13T16:35:41Z,814.136,0.022,1.067,0.192
1,2019-12-13T16:35:41Z,814.170,-0.021,1.061,0.197
1,2019-12-13T16:35:41Z,814.204,-0.023,1.150,0.336
1,2019-12-13T16:35:41Z,814.238,-0.016,1.333,0.017
1,2019-12-13T16:35:41Z,814.271,0.002,1.166,0.003
1,2019-12-13T16:35:41Z,814.305,-0.038,1.022,0.085
1,2019-12-13T16:35:41Z,814.339,-0.053,1.084,-0.108
1,2019-12-13T16:35:41Z,814.373,-0.017,0.979,-0.156
1,2019-12-13T16:35:41Z,814.407,0.021,0.875,-0.194
1,2019-12-13T16:35:41Z,814.440,0.018,0.881,-0.188
1,2019-12-13T16:35:41Z,814.474,-0.011,0.953,-0.240
1,2019-12-13T16:35:41Z,814.508,0.012,0.875,-0.249
1,2019-12-13T16:35:41Z,814.542,0.026,0.842,-0.223
1,2019-12-13T16:35:41Z,814.576,0.037,0.899,-0.277
1,2019-12-13T16:35:41Z,814.609,0.048,0.919,-0.333
1,2019-12-13T16:35:41Z,814.643,0.031,0.849,-0.254
1,2019-12-13T16:35:41Z,814.677,0.033,0.845,-0.287
1,2019-12-13T16:35:41Z,814.711,0.008,1.010,-0.340
1,2019-12-13T16:35:41Z,814.745,-0.012,1.081,-0.339
1,2019-12-13T16:35:41Z,814.778,-0.000,1.109,-0.307
1,2019-12-13T16:35:41Z,814.812,0.024,1.142,-0.432
1,2019-12-13T16:35:41Z,814.846,-0.034,1.115,-0.364
1,2019-12-13T16:35:41Z,814.880,-0.004,0.998,-0.317
1,2019-12-13T16:35:41Z,814.914,-0.010,1.086,-0.407
1,2019-12-13T16:35:41Z,814.947,0.038,1.102,-0.426
1,2019-12-13T16:35:41Z,814.981,0.069,1.081,-0.459
1,2019-12-13T16:35:41Z,815.015,0.054,1.039,-0.428
1,2019-12-13T16:35:41Z,815.049,0.066,0.929,-0.405
1,2019-12-13T16:35:41Z,815.083,0.026,0.827,-0.415
1,2019-12-13T16:35:41Z,815.116,-0.004,0.762,-0.385
1,2019-12-13T16:35:41Z,815.150,0.025,0.817,-0.362
1,2019-12-13T16:35:41Z,815.184,0.005,0.919,-0.383
1,2019-12-13T16:35:41Z,815.218,0.056,0.820,-0.359
1,2019-12-13T16:35:41Z,815.252,0.083,0.852,-0.413
1,2019-12-13T16:35:41Z,815.285,0.141,0.389,-0.196
1,2019-12-13T16:35:41Z,815.319,0.057,0.814,-0.236
1,2019-12-13T16:35:41Z,815.353,0.134,0.982,-0.520
1,2019-12-13T16:35:41Z,815.387,0.076,1.078,-0.482
1,2019-12-13T16:35:41Z,815.421,0.007,1.020,-0.568
1,2019-12-13T16:35:41Z,815.454,-0.000,0.849,-0.494
1,2019-12-13T16:35:41Z,815.488,0.023,0.858,-0.462
1,2019-12-13T16:35:41Z,815.522,0.021,0.872,-0.441
1,2019-12-13T16:35:41Z,815.556,0.012,0.904,-0.424
1,2019-12-13T16:35:41Z,815.590,-0.003,0.741,-0.172
1,2019-12-13T16:35:41Z,815.623,-0.012,0.847,-0.178
1,2019-12-13T16:35:41Z,815.657,-0.013,1.027,-0.397
1,2019-12-13T16:35:41Z,815.691,0.027,1.040,-0.490
1,2019-12-13T16:35:41Z,815.725,0.012,1.075,-0.478
1,2019-12-13T16:35:41Z,815.759,0.035,0.958,-0.530
1,2019-12-13T16:35:41Z,815.792,0.018,0.915,-0.490
1,2019-12-13T16:35:41Z,815.826,0.024,0.917,-0.481
1,2019-12-13T16:35:41Z,815.860,-0.015,0.888,-0.426
1,2019-12-13T16:35:41Z,815.894,-0.034,0.831,-0.362
1,2019-12-13T16:35:41Z,815.928,-0.058,0.859,-0.354
1,2019-12-13T16:35:41Z,815.961,-0.041,0.925,-0.447
1,2019-12-13T16:35:41Z,815.995,-0.016,0.839,-0.427
1,2019-12-13T16:35:41Z,816.029,0.024,0.898,-0.485
1,2019-12-13T16:35:41Z,816.063,-0.022,0.914,-0.398
1,2019-12-13T16:35:41Z,816.097,0.043,0.691,-0.411
1,2019-12-13T16:35:41Z,816.130,0.019,0.871,-0.401
1,2019-12-13T16:35:41Z,816.164,0.006,1.001,-0.455
1,2019-12-13T16:35:41Z,816.198,0.027,0.889,-0.429
1,2019-12-13T16:35:41Z,816.232,0.025,0.917,-0.390
1,2019-12-13T16:35:41Z,816.266,0.013,0.933,-0.405
1,2019-12-13T16:35:41Z,816.299,0.014,0.989,-0.452
1,2019-12-13T16:35:41Z,816.333,0.049,0.914,-0.416
1,2019-12-13T16:35:41Z,816.367,0.094,0.907,-0.480
1,2019-12-13T16:35:41Z,816.401,0.056,0.970,-0.495
1,2019-12-13T16:35:41Z,816.435,0.049,0.897,-0.506
1,2019-12-13T16:35:41Z,816.468,0.052,0.730,-0.492
1,2019-12-13T16:35:41Z,816.502,0.049,0.797,-0.514
1,2019-12-13T16:35:41Z,816.536,0.009,0.835,-0.505
1,2019-12-13T16:35:41Z,816.570,0.029,0.740,-0.563
1,2019-12-13T16:35:41Z,816.604,0.020,0.806,-0.419
1,2019-12-13T16:35:41Z,816.637,0.021,0.872,-0.492
1,2019-12-13T16:35:41Z,816.671,0.053,0.887,-0.513
1,2019-12-13T16:35:41Z,816.705,-0.035,0.897,-0.413
1,2019-12-13T16:35:41Z,816.739,-0.039,1.004,-0.450
1,2019-12-13T16:35:41Z,816.773,-0.046,0.884,-0.525
1,2019-12-13T16:35:41Z,816.806,0.004,0.718,-0.519
1,2019-12-13T16:35:41Z,816.840,0.088,0.747,-0.517
1,2019-12-13T16:35:41Z,816.874,0.051,0.874,-0.471
1,2019-12-13T16:35:41Z,816.908,0.057,0.859,-0.438
1,2019-12-13T16:35:41Z,816.942,0.003,0.843,-0.439
1,2019-12-13T16:35:41Z,816.975,0.071,0.980,-0.519
1,2019-12-13T16:35:41Z,817.009,0.031,0.967,-0.553
1,2019-12-13T16:35:41Z,817.043,0.044,0.737,-0.317
1,2019-12-13T16:35:41Z,817.077,-0.002,0.954,-0.263
1,2019-12-13T16:35:41Z,817.111,-0.011,1.014,-0.483
1,2019-12-13T16:35:41Z,817.144,0.066,0.885,-0.705
1,2019-12-13T16:35:41Z,817.178,0.075,0.991,-0.918
1,2019-12-13T16:35:41Z,817.212,0.122,0.644,-0.504
1,2019-12-13T16:35:41Z,817.246,0.174,0.552,-0.288
1,2019-12-13T16:35:41Z,817.280,0.240,0.584,-0.167
1,2019-12-13T16:35:41Z,817.313,0.264,1.326,-0.130
1,2019-12-13T16:35:41Z,817.347,0.081,1.350,-0.633
1,2019-12-13T16:35:41Z,817.381,0.072,0.993,-0.461
1,2019-12-13T16:35:41Z,817.415,0.007,0.937,-0.307
1,2019-12-13T16:35:41Z,817.449,0.103,0.832,-0.311
1,2019-12-13T16:35:41Z,817.482,0.069,0.982,-0.254
1,2019-12-13T16:35:41Z,817.516,0.176,0.950,-0.223
1,2019-12-13T16:35:41Z,817.550,0.196,0.708,-0.199
1,2019-12-13T16:35:41Z,817.584,0.149,1.217,-0.361
1,2019-12-13T16:35:41Z,817.618,0.156,0.978,-0.145
1,2019-12-13T16:35:41Z,817.651,0.125,0.609,-0.282
1,2019-12-13T16:35:41Z,817.685,0.356,0.987,-0.518
1,2019-12-13T16:35:41Z,817.719,0.059,1.183,-0.090
1,2019-12-13T16:35:41Z,817.753,0.099,0.875,-0.040
1,2019-12-13T16:35:41Z,817.787,-0.008,1.050,-0.203
1,2019-12-13T16:35:41Z,817.820,0.004,1.022,-0.169
1,2019-12-13T16:35:41Z,817.854,0.115,0.924,-0.107
1,2019-12-13T16:35:41Z,817.888,0.166,1.062,-0.100
1,2019-12-13T16:35:41Z,817.922,0.150,1.046,-0.230
1,2019-12-13T16:35:41Z,817.956,0.119,1.017,0.001
1,2019-12-13T16:35:41Z,817.989,0.061,1.113,-0.193
1,2019-12-13T16:35:41Z,818.023,0.068,1.010,-0.277
1,2019-12-13T16:35:41Z,818.057,0.211,0.929,-0.205
1,2019-12-13T16:35:41Z,818.091,-0.072,1.045,-0.265
1,2019-12-13T16:35:41Z,818.125,-0.007,0.836,-0.357
1,2019-12-13T16:35:41Z,818.158,0.281,0.814,0.229
1,2019-12-13T16:35:41Z,818.192,-0.056,1.143,-0.117
1,2019-12-13T16:35:41Z,818.226,-0.018,0.902,-0.199
1,2019-12-13T16:35:41Z,818.260,-0.039,0.832,-0.089
1,2019-12-13T16:35:41Z,818.294,0.229,1.011,0.035
1,2019-12-13T16:35:41Z,818.327,-0.018,0.855,0.181
1,2019-12-13T16:35:41Z,818.361,0.330,0.914,0.326
1,2019-12-13T16:35:41Z,818.395,0.351,1.086,0.267
1,2019-12-13T16:35:41Z,818.429,0.118,1.091,0.079
1,2019-12-13T16:35:41Z,818.463,0.167,1.064,0.122
1,2019-12-13T16:35:41Z,818.496,0.142,0.964,0.117
1,2019-12-13T16:35:41Z,818.530,0.147,0.950,0.077
1,2019-12-13T16:35:41Z,818.564,0.171,0.945,0.091
1,2019-12-13T16:35:41Z,818.598,0.158,1.004,0.107
1,2019-12-13T16:35:41Z,818.632,0.154,0.983,0.112
1,2019-12-13T16:35:41Z,818.665,0.224,0.959,0.138
1,2019-12-13T16:35:41Z,818.699,0.150,0.903,0.113
1,2019-12-13T16:35:41Z,818.733,0.231,1.005,0.157
1,2019-12-13T16:35:41Z,818.767,0.220,1.006,0.139
1,2019-12-13T16:35:41Z,818.801,0.286,1.001,0.206
1,2019-12-13T16:35:41Z,818.834,0.355,1.094,0.416
1,2019-12-13T16:35:41Z,818.868,0.307,0.945,0.280
1,2019-12-13T16:35:41Z,818.902,0.104,0.901,-0.251
1,2019-12-13T16:35:41Z,818.936,0.027,1.108,-0.390
1,2019-12-13T16:35:41Z,818.970,0.260,0.614,1.316
1,2019-12-13T16:35:41Z,819.003,0.065,1.179,-0.111
1,2019-12-13T16:35:41Z,819.037,0.137,0.782,0.479
1,2019-12-13T16:35:41Z,819.071,0.134,0.899,0.248
1,2019-12-13T16:35:41Z,819.105,0.125,0.889,0.312
1,2019-12-13T16:35:41Z,819.139,0.106,0.869,0.316
1,2019-12-13T16:35:41Z,819.172,0.024,0.861,0.341
1,2019-12-13T16:35:41Z,819.206,0.007,0.824,0.315
1,2019-12-13T16:35:41Z,819.240,0.018,0.798,0.296
1,2019-12-13T16:35:41Z,819.274,-0.016,0.873,0.384
1,2019-12-13T16:35:41Z,819.308,0.046,1.119,0.389
1,2019-12-13T16:35:41Z,819.341,0.227,1.311,0.576
1,2019-12-13T16:35:41Z,819.375,0.264,1.108,0.384
1,2019-12-13T16:35:41Z,819.409,0.172,0.909,0.287
1,2019-12-13T16:35:41Z,819.443,0.114,0.855,0.039
1,2019-12-13T16:35:41Z,819.476,0.340,0.925,0.202
1,2019-12-13T16:35:41Z,819.510,0.453,0.980,0.167
1,2019-12-13T16:35:41Z,819.544,0.269,1.127,0.123
1,2019-12-13T16:35:41Z,819.578,0.094,1.051,0.115
1,2019-12-13T16:35:41Z,819.612,0.078,0.975,-0.009
1,2019-12-13T16:35:41Z,819.645,0.234,0.929,0.047
1,2019-12-13T16:35:41Z,819.679,0.301,0.954,0.156
1,2019-12-13T16:35:41Z,819.713,0.218,0.971,0.132
1,2019-12-13T16:35:41Z,819.747,0.182,0.926,0.042
1,2019-12-13T16:35:41Z,819.781,0.228,0.879,0.035
1,2019-12-13T16:35:41Z,819.814,0.283,0.883,0.046
1,2019-12-13T16:35:41Z,819.848,0.281,0.911,0.050
1,2019-12-13T16:35:41Z,819.882,0.254,0.937,0.084
1,2019-12-13T16:35:41Z,819.916,0.182,0.967,0.127
1,2019-12-13T16:35:41Z,819.950,0.116,0.950,0.198
1,2019-12-13T16:35:41Z,819.983,0.072,0.969,0.227
1,2019-12-13T16:35:41Z,820.017,-0.025,0.926,0.118
1,2019-12-13T16:35:41Z,820.051,-0.075,0.923,0.167
1,2019-12-13T16:35:41Z,820.085,0.224,1.068,0.248
1,2019-12-13T16:35:41Z,820.119,0.295,1.103,0.158
1,2019-12-13T16:35:41Z,820.152,0.094,1.098,-0.155
1,2019-12-13T16:35:41Z,820.186,0.588,1.298,-0.541
1,2019-12-13T16:35:41Z,820.220,0.770,1.152,0.303
1,2019-12-13T16:35:41Z,820.254,0.918,0.959,0.368
1,2019-12-13T16:35:41Z,820.288,0.510,1.006,-0.101
1,2019-12-13T16:35:41Z,820.321,0.205,0.841,0.077
1,2019-12-13T16:35:41Z,820.355,0.249,0.755,0.197
1,2019-12-13T16:35:41Z,820.389,0.293,0.742,0.249
1,2019-12-13T16:35:41Z,820.423,0.402,0.913,0.288
1,2019-12-13T16:35:41Z,820.457,0.256,0.670,0.289
1,2019-12-13T16:35:41Z,820.490,0.211,0.614,0.312
1,2019-12-13T16:35:41Z,820.524,0.079,0.667,0.354
1,2019-12-13T16:35:41Z,820.558,-0.039,0.803,0.431
1,2019-12-13T16:35:41Z,820.592,-0.073,0.938,0.373
1,2019-12-13T16:35:41Z,820.626,0.082,1.095,0.485
1,2019-12-13T16:35:41Z,820.659,0.303,1.216,0.528
1,2019-12-13T16:35:41Z,820.693,0.509,1.365,-0.010
1,2019-12-13T16:35:41Z,820.727,0.967,0.904,0.408
1,2019-12-13T16:35:41Z,820.761,0.736,0.810,0.054
1,2019-12-13T16:35:41Z,820.795,0.415,1.174,0.365
1,2019-12-13T16:35:41Z,820.828,0.104,0.800,0.135
1,2019-12-13T16:35:41Z,820.862,0.220,0.878,0.058
1,2019-12-13T16:35:41Z,820.896,0.374,0.889,0.217
1,2019-12-13T16:35:41Z,820.930,0.339,0.878,0.244
1,2019-12-13T16:35:41Z,820.964,0.248,0.877,0.118
1,2019-12-13T16:35:41Z,820.997,0.205,0.890,0.118
1,2019-12-13T16:35:41Z,821.031,0.200,0.883,0.130
1,2019-12-13T16:35:41Z,821.065,0.225,0.876,0.157
1,2019-12-13T16:35:41Z,821.099,0.255,0.928,0.187
1,2019-12-13T16:35:41Z,821.133,0.210,0.946,0.195
1,2019-12-13T16:35:41Z,821.166,0.125,0.913,0.205
1,2019-12-13T16:35:41Z,821.200,0.158,0.905,0.278
1,2019-12-13T16:35:41Z,821.234,0.195,0.903,0.188
1,2019-12-13T16:35:41Z,821.268,0.206,0.876,0.359
1,2019-12-13T16:35:41Z,821.302,0.547,0.982,0.445
1,2019-12-13T16:35:41Z,821.335,0.435,1.122,0.069
1,2019-12-13T16:35:41Z,821.369,0.014,1.226,-0.060
1,2019-12-13T16:35:41Z,821.403,0.229,1.293,-0.105
1,2019-12-13T16:35:41Z,821.437,0.685,1.109,0.278
1,2019-12-13T16:35:41Z,821.471,0.696,0.995,0.226
1,2019-12-13T16:35:41Z,821.504,0.392,0.984,0.041
1,2019-12-13T16:35:41Z,821.538,0.219,0.859,0.215
1,2019-12-13T16:35:41Z,821.572,0.211,0.760,0.188
1,2019-12-13T16:35:41Z,821.606,0.243,0.767,0.197
1,2019-12-13T16:35:41Z,821.640,0.232,0.760,0.226
1,2019-12-13T16:35:41Z,821.673,0.203,0.709,0.308
1,2019-12-13T16:35:41Z,821.707,0.217,0.739,0.365
1,2019-12-13T16:35:41Z,821.741,0.177,0.779,0.420
1,2019-12-13T16:35:41Z,821.775,0.079,0.858,0.454
1,2019-12-13T16:35:41Z,821.809,-0.003,0.917,0.492
1,2019-12-13T16:35:41Z,821.842,0.037,1.023,0.597
1,2019-12-13T16:35:41Z,821.876,0.137,1.154,0.373
1,2019-12-13T16:35:41Z,821.910,0.463,1.355,0.099
1,2019-12-13T16:35:41Z,821.944,1.027,0.852,0.443
1,2019-12-13T16:35:41Z,821.978,0.609,0.865,0.104
1,2019-12-13T16:35:41Z,822.011,0.363,1.130,0.319
1,2019-12-13T16:35:41Z,822.045,0.188,0.729,0.012
1,2019-12-13T16:35:41Z,822.079,0.196,0.814,0.105
1,2019-12-13T16:35:41Z,822.113,0.329,0.913,0.197
1,2019-12-13T16:35:41Z,822.146,0.365,0.897,0.206
1,2019-12-13T16:35:41Z,822.180,0.235,0.998,0.243
1,2019-12-13T16:35:41Z,822.214,0.196,0.940,0.130
1,2019-12-13T16:35:41Z,822.248,0.199,0.879,0.109
1,2019-12-13T16:35:41Z,822.282,0.197,0.873,0.140
1,2019-12-13T16:35:41Z,822.315,0.230,0.895,0.179
1,2019-12-13T16:35:41Z,822.349,0.250,0.922,0.214
1,2019-12-13T16:35:41Z,822.383,0.213,0.928,0.271
1,2019-12-13T16:35:41Z,822.417,0.145,0.923,0.275
1,2019-12-13T16:35:41Z,822.451,0.150,0.918,0.292
1,2019-12-13T16:35:41Z,822.484,0.186,0.880,0.249
1,2019-12-13T16:35:41Z,822.518,0.192,0.888,0.323
1,2019-12-13T16:35:41Z,822.552,0.467,1.043,0.359
1,2019-12-13T16:35:41Z,822.586,0.329,1.124,0.142
1,2019-12-13T16:35:41Z,822.620,0.029,1.267,-0.096
1,2019-12-13T16:35:41Z,822.653,0.295,1.322,-0.194
1,2019-12-13T16:35:41Z,822.687,0.611,1.080,0.172
1,2019-12-13T16:35:41Z,822.721,0.635,0.768,0.311
1,2019-12-13T16:35:41Z,822.755,0.394,0.933,0.020
1,2019-12-13T16:35:41Z,822.789,0.314,0.894,0.198
1,2019-12-13T16:35:41Z,822.822,0.286,0.799,0.208
1,2019-12-13T16:35:41Z,822.856,0.262,0.795,0.272
1,2019-12-13T16:35:41Z,822.890,0.220,0.809,0.284
1,2019-12-13T16:35:41Z,822.924,0.176,0.826,0.291
1,2019-12-13T16:35:41Z,822.958,0.163,0.749,0.324
1,2019-12-13T16:35:41Z,822.991,0.190,0.713,0.293
1,2019-12-13T16:35:41Z,823.025,0.090,0.742,0.431
1,2019-12-13T16:35:41Z,823.059,0.068,0.889,0.406
1,2019-12-13T16:35:41Z,823.093,0.086,1.078,0.581
1,2019-12-13T16:35:41Z,823.127,0.124,1.187,0.583
1,2019-12-13T16:35:41Z,823.160,0.238,1.275,0.090
1,2019-12-13T16:35:41Z,823.194,0.749,1.061,0.375
1,2019-12-13T16:35:41Z,823.228,0.732,0.764,0.145
1,2019-12-13T16:35:41Z,823.262,0.462,1.133,0.338
1,2019-12-13T16:35:41Z,823.296,0.226,0.937,0.145
1,2019-12-13T16:35:41Z,823.329,0.192,0.760,0.069
1,2019-12-13T16:35:41Z,823.363,0.391,0.802,0.136
1,2019-12-13T16:35:41Z,823.397,0.398,0.861,0.265
1,2019-12-13T16:35:41Z,823.431,0.256,0.968,0.218
1,2019-12-13T16:35:41Z,823.465,0.159,0.927,0.088
1,2019-12-13T16:35:41Z,823.498,0.188,0.906,0.162
1,2019-12-13T16:35:41Z,823.532,0.178,0.880,0.140
1,2019-12-13T16:35:41Z,823.566,0.211,0.882,0.192
1,2019-12-13T16:35:41Z,823.600,0.222,0.934,0.190
1,2019-12-13T16:35:41Z,823.634,0.200,0.930,0.209
1,2019-12-13T16:35:41Z,823.667,0.212,0.926,0.276
1,2019-12-13T16:35:41Z,823.701,0.226,0.935,0.339
1,2019-12-13T16:35:41Z,823.735,0.133,0.924,0.206
1,2019-12-13T16:35:41Z,823.769,0.057,0.863,0.247
1,2019-12-13T16:35:41Z,823.803,0.406,1.074,0.327
1,2019-12-13T16:35:41Z,823.836,0.356,1.170,0.119
1,2019-12-13T16:35:41Z,823.870,0.097,1.255,-0.088
1,2019-12-13T16:35:41Z,823.904,0.384,1.309,-0.066
1,2019-12-13T16:35:41Z,823.938,0.631,1.191,0.271
1,2019-12-13T16:35:41Z,823.972,0.621,0.925,0.209
1,2019-12-13T16:35:41Z,824.005,0.436,0.775,0.078
1,2019-12-13T16:35:41Z,824.039,0.281,0.788,0.196
1,2019-12-13T16:35:41Z,824.073,0.227,0.752,0.198
1,2019-12-13T16:35:41Z,824.107,0.266,0.753,0.245
1,2019-12-13T16:35:41Z,824.141,0.242,0.751,0.246
1,2019-12-13T16:35:41Z,824.174,0.228,0.762,0.314
1,2019-12-13T16:35:41Z,824.208,0.265,0.771,0.370
1,2019-12-13T16:35:41Z,824.242,0.197,0.770,0.436
1,2019-12-13T16:35:41Z,824.276,0.086,0.808,0.404
1,2019-12-13T16:35:41Z,824.309,0.014,0.916,0.528
1,2019-12-13T16:35:41Z,824.343,0.028,1.015,0.636
1,2019-12-13T16:35:41Z,824.377,0.112,1.248,0.117
1,2019-12-13T16:35:41Z,824.411,0.503,1.439,0.307
1,2019-12-13T16:35:41Z,824.445,1.042,0.672,0.450
1,2019-12-13T16:35:41Z,824.478,0.582,0.922,0.093
1,2019-12-13T16:35:41Z,824.512,0.326,1.062,0.393
1,2019-12-13T16:35:41Z,824.546,0.097,0.790,0.008
1,2019-12-13T16:35:41Z,824.580,0.201,0.773,0.037
1,2019-12-13T16:35:41Z,824.614,0.428,0.901,0.292
1,2019-12-13T16:35:41Z,824.648,0.403,0.940,0.209
1,2019-12-13T16:35:41Z,824.681,0.286,0.962,0.192
1,2019-12-13T16:35:41Z,824.715,0.241,0.932,0.145
1,2019-12-13T16:35:41Z,824.749,0.166,0.868,0.116
1,2019-12-13T16:35:41Z,824.783,0.146,0.869,0.174
1,2019-12-13T16:35:41Z,824.816,0.184,0.934,0.208
1,2019-12-13T16:35:41Z,824.850,0.182,0.931,0.174
1,2019-12-13T16:35:41Z,824.884,0.175,0.917,0.224
1,2019-12-13T16:35:41Z,824.918,0.176,0.925,0.254
1,2019-12-13T16:35:41Z,824.952,0.200,0.919,0.300
1,2019-12-13T16:35:41Z,824.985,0.144,0.902,0.214
1,2019-12-13T16:35:41Z,825.019,0.108,0.898,0.280
1,2019-12-13T16:35:41Z,825.053,0.449,1.090,0.363
1,2019-12-13T16:35:41Z,825.087,0.303,1.172,0.068
1,2019-12-13T16:35:41Z,825.121,0.046,1.230,-0.049
1,2019-12-13T16:35:41Z,825.154,0.332,1.209,-0.061
1,2019-12-13T16:35:41Z,825.188,0.628,1.122,0.306
1,2019-12-13T16:35:41Z,825.222,0.608,0.949,0.228
1,2019-12-13T16:35:41Z,825.256,0.399,0.905,0.104
1,2019-12-13T16:35:41Z,825.290,0.282,0.804,0.234
1,2019-12-13T16:35:41Z,825.323,0.236,0.740,0.239
1,2019-12-13T16:35:41Z,825.357,0.255,0.754,0.232
1,2019-12-13T16:35:41Z,825.391,0.246,0.753,0.210
1,2019-12-13T16:35:41Z,825.425,0.218,0.774,0.300
1,2019-12-13T16:35:41Z,825.459,0.201,0.820,0.336
1,2019-12-13T16:35:41Z,825.492,0.184,0.827,0.401
1,2019-12-13T16:35:41Z,825.526,0.116,0.832,0.432
1,2019-12-13T16:35:41Z,825.560,0.069,0.918,0.442
1,2019-12-13T16:35:41Z,825.594,0.176,1.030,0.547
1,2019-12-13T16:35:41Z,825.628,0.184,1.046,0.601
1,2019-12-13T16:35:41Z,825.661,0.353,1.180,0.150
1,2019-12-13T16:35:41Z,825.695,0.615,1.125,0.317
1,2019-12-13T16:35:41Z,825.729,0.665,0.794,0.253
1,2019-12-13T16:35:41Z,825.763,0.450,1.069,0.236
1,2019-12-13T16:35:41Z,825.797,0.209,0.979,0.204
1,2019-12-13T16:35:41Z,825.830,0.080,0.813,0.016
1,2019-12-13T16:35:41Z,825.864,0.331,0.865,0.123
1,2019-12-13T16:35:41Z,825.898,0.414,0.893,0.291
1,2019-12-13T16:35:41Z,825.932,0.283,0.944,0.251
1,2019-12-13T16:35:41Z,825.966,0.194,0.911,0.130
1,2019-12-13T16:35:41Z,825.999,0.166,0.911,0.150
1,2019-12-13T16:35:41Z,826.033,0.140,0.866,0.142
1,2019-12-13T16:35:41Z,826.067,0.160,0.876,0.183
1,2019-12-13T16:35:41Z,826.101,0.209,0.936,0.203
1,2019-12-13T16:35:41Z,826.135,0.239,0.929,0.213
1,2019-12-13T16:35:41Z,826.168,0.200,0.949,0.264
1,2019-12-13T16:35:41Z,826.202,0.182,0.945,0.294
1,2019-12-13T16:35:41Z,826.236,0.213,0.921,0.282
1,2019-12-13T16:35:41Z,826.270,0.193,0.837,0.313
1,2019-12-13T16:35:41Z,826.304,0.358,0.985,0.412
1,2019-12-13T16:35:41Z,826.337,0.302,1.204,0.048
1,2019-12-13T16:35:41Z,826.371,-0.061,1.185,-0.092
1,2019-12-13T16:35:41Z,826.405,0.200,1.238,-0.059
1,2019-12-13T16:35:41Z,826.439,0.651,1.207,0.189
1,2019-12-13T16:35:41Z,826.473,0.746,0.978,0.329
1,2019-12-13T16:35:41Z,826.506,0.444,0.958,0.116
1,2019-12-13T16:35:41Z,826.540,0.214,0.865,0.190
1,2019-12-13T16:35:41Z,826.574,0.152,0.740,0.206
1,2019-12-13T16:35:41Z,826.608,0.127,0.737,0.188
1,2019-12-13T16:35:41Z,826.641,0.201,0.777,0.226
1,2019-12-13T16:35:41Z,826.675,0.282,0.809,0.315
1,2019-12-13T16:35:41Z,826.709,0.298,0.810,0.345
1,2019-12-13T16:35:41Z,826.743,0.272,0.794,0.336
1,2019-12-13T16:35:41Z,826.777,0.228,0.767,0.373
1,2019-12-13T16:35:41Z,826.810,0.143,0.816,0.415
1,2019-12-13T16:35:41Z,826.844,0.102,0.926,0.514
1,2019-12-13T16:35:41Z,826.878,0.044,1.064,0.751
1,2019-12-13T16:35:41Z,826.912,0.141,1.432,0.051
1,2019-12-13T16:35:41Z,826.946,0.514,0.996,0.350
1,2019-12-13T16:35:41Z,826.979,0.684,0.768,0.203
1,2019-12-13T16:35:41Z,827.013,0.499,1.090,0.240
1,2019-12-13T16:35:41Z,827.047,0.242,1.116,0.332
1,2019-12-13T16:35:41Z,827.081,0.168,0.821,0.057
1,2019-12-13T16:35:41Z,827.115,0.396,0.824,0.124
1,2019-12-13T16:35:41Z,827.148,0.457,0.845,0.222
